;id_strony;tytul;typ_wydarzenia_lista;link_do_obrazka_lista;sciezka_do_pobranego_obrazka;obiekty;ulice;miasta;data_rozpoczecia;data_zakonczenia;godzina_rozpoczecia;czy_stale;hashtagi;czy_na_zewnatrz
3217;55161;Seks po krakosku;Spektakle teatralne;http://media.krakow.travel/photos/70920/m.jpg;obrazy_wydarzen_karnet/55161.jpg;Teatr Współczesny;ul. Starowiślna 21;Kraków;2025-06-27;;19:00;;#spektakle #teatralne;0
3216;53357;Pani Bovary. Możliwa Historia;Spektakle teatralne;http://media.krakow.travel/photos/66276/m.jpg;obrazy_wydarzen_karnet/53357.jpg;Teatr im. Juliusza Słowackiego – Scena Miniatura (Dom Machin);pl. Świętego Ducha 2;Kraków;2025-06-27;;19:00;;#spektakle #teatralne;0
3215;37766;Pretty Woman – The Musical;Spektakle teatralne;http://media.krakow.travel/photos/47092/m.jpg;obrazy_wydarzen_karnet/37766.jpg;Krakowski Teatr Variété;ul. Grzegórzecka 71;Kraków;2025-06-27;;19:00;;#spektakle #teatralne;1
3214;59679;Książka i kawa. Spotkanie dla miłośników książek;Inne wydarzenia literackie;http://media.krakow.travel/photos/70597/m.jpg;obrazy_wydarzen_karnet/59679.jpg;Pedagogiczna Biblioteka Wojewódzka im. H. Kołłątaja;al. Focha 39;Kraków;2025-06-27;;17:00;;#inne #wydarzenia #literackie;0
3213;59354;Pod Baobabem Festival 2025;Festiwale;http://media.krakow.travel/photos/72806/m.jpg;obrazy_wydarzen_karnet/59354.jpg;Klub Płaszów;ul. Gumniska 32;Kraków;2025-06-27;2025-06-29;;;#festiwale;1
3212;59406;Europejskie Kino na Bulwarach;Festiwale i przeglądy filmowe;http://media.krakow.travel/photos/73099/m.jpg;obrazy_wydarzen_karnet/59406.jpg;;;Kraków;2025-06-27;2025-06-29;;;#festiwale #przeglądy #filmowe;0
3211;56927;14. Krakowski Festiwal Komiksu;Festiwale;http://media.krakow.travel/photos/70328/m.jpg;obrazy_wydarzen_karnet/56927.jpg;Klub Studio;ul. Budryka 4;Kraków;2025-06-27;2025-06-29;;;#festiwale;0
3222;47843;Sen nocy letniej;Spektakle teatralne;http://media.krakow.travel/photos/60199/m.jpg;obrazy_wydarzen_karnet/47843.jpg;Narodowy Stary Teatr im. Heleny Modrzejewskiej;ul. Jagiellońska 1;Kraków;2025-06-27;;19:30;;#spektakle #teatralne;1
3220;969;Testosteron;Spektakle teatralne;http://media.krakow.travel/photos/54735/m.jpg;obrazy_wydarzen_karnet/969.jpg;Teatr Bagatela im. Tadeusza Boya-Żeleńskiego;ul. Karmelicka 6;Kraków;2025-06-27;;19:15;;#spektakle #teatralne;0
569;55949;W trawie. Laboratorium sensoryczne;Spektakle teatralne;http://media.krakow.travel/photos/69259/m.jpg;obrazy_wydarzen_karnet/55949.jpg;Teatr Groteska;ul. Skarbowa 2;Kraków;2025-06-28;;13:00;;#spektakle #teatralne;0
2759;42029;Leopold;Spektakle teatralne;http://media.krakow.travel/photos/69903/m.jpg;obrazy_wydarzen_karnet/42029.jpg;Krakowski Teatr Scena STU;al. Krasińskiego 16;Kraków;2025-06-28;;19:00;;#spektakle #teatralne;1
561;42029;Leopold;Spektakle teatralne;http://media.krakow.travel/photos/69903/m.jpg;obrazy_wydarzen_karnet/42029.jpg;Krakowski Teatr Scena STU;al. Krasińskiego 16;Kraków;2025-06-28;;19:00;;#spektakle #teatralne;1
305;55949;W trawie. Laboratorium sensoryczne;Spektakle teatralne;http://media.krakow.travel/photos/69259/m.jpg;obrazy_wydarzen_karnet/55949.jpg;Teatr Groteska;ul. Skarbowa 2;Kraków;2025-06-28;;13:00;;#spektakle #teatralne;1
3230;59465;Myślnik. Sezon 4. Spotkanie 10.;Spotkania i slajdowiska;http://media.krakow.travel/photos/66275/m.jpg;obrazy_wydarzen_karnet/59465.jpg;Małopolski Ogród Sztuki;ul. Rajska 12;Kraków;2025-06-28;;17:00;;#spotkania #slajdowiska;1
3234;58375;Jazz w Ogrodzie: Alfa Mist;Muzyka rozrywkowa;http://media.krakow.travel/photos/71788/m.jpg;obrazy_wydarzen_karnet/58375.jpg;Ogród Botaniczny;ul. Kopernika 27;Kraków;2025-06-28;;20:30;;#muzyka #rozrywkowa;0
3228;59429;Dwoje na zakręcie;Spektakle teatralne;http://media.krakow.travel/photos/72901/m.jpg;obrazy_wydarzen_karnet/59429.jpg;Kino Kijów;al. Krasińskiego 34;Kraków;2025-06-28;;16:00;;#spektakle #teatralne;1
3229;59782;21. Dni Gminy Wielka Wieś;W gminach Metropolii;http://media.krakow.travel/photos/55829/m.jpg;obrazy_wydarzen_karnet/59782.jpg;Gminny Ośrodek Kultury i Sportu w Białym Kościele;Królowej Jadwigi 4;Biały Kościół;2025-06-28;2025-06-29;16:00;;#WGminach #Metropolii;1
3227;41482;Teatr Groteska: Kot w butach;Spektakle teatralne;http://media.krakow.travel/photos/1218/m.jpg;obrazy_wydarzen_karnet/41482.jpg;Teatr Groteska;ul. Skarbowa 2;Kraków;2025-06-28;;16:00;;#spektakle #teatralne;0
3226;55949;W trawie. Laboratorium sensoryczne;Spektakle teatralne;http://media.krakow.travel/photos/69259/m.jpg;obrazy_wydarzen_karnet/55949.jpg;Teatr Groteska;ul. Skarbowa 2;Kraków;2025-06-28;;13:00;;#spektakle #teatralne;1
3232;44133;Strasznie śmieszne...;Spektakle teatralne;http://media.krakow.travel/photos/64429/m.jpg;obrazy_wydarzen_karnet/44133.jpg;Narodowy Stary Teatr – Scena Kameralna;ul. Starowiślna 21;Kraków;2025-06-28;;19:00;;#spektakle #teatralne;1
3233;59455;Steve von Till, Greet w Hype Parku;Muzyka rozrywkowa;http://media.krakow.travel/photos/72936/m.jpg;obrazy_wydarzen_karnet/59455.jpg;Hype Park / Kamienna12;ul. Kamienna 12;Kraków;2025-06-28;;19:00;;#muzyka #rozrywkowa;1
3231;42029;Leopold;Spektakle teatralne;http://media.krakow.travel/photos/69903/m.jpg;obrazy_wydarzen_karnet/42029.jpg;Krakowski Teatr Scena STU;al. Krasińskiego 16;Kraków;2025-06-28;;19:00;;#spektakle #teatralne;1
1692;56244;Koncerty u św. Marcina;Muzyka klasyczna;http://media.krakow.travel/photos/69592/m.jpg;obrazy_wydarzen_karnet/56244.jpg;Kościół św. Marcina;ul. Grodzka 58;Kraków;2025-06-29;;17:00;;#muzyka #klasyczna;0
3238;59093;Sólstafir w Hype Parku;Muzyka rozrywkowa;http://media.krakow.travel/photos/72534/m.jpg;obrazy_wydarzen_karnet/59093.jpg;Hype Park / Kamienna12;ul. Kamienna 12;Kraków;2025-06-29;;19:30;;#muzyka #rozrywkowa;0
3237;59810;Sinfonietka z piosenką;Muzyka klasyczna;http://media.krakow.travel/photos/59583/m.jpg;obrazy_wydarzen_karnet/59810.jpg;Nowohuckie Centrum Kultury;al. Jana Pawła II 232;Kraków;2025-06-29;;18:00;;#muzyka #klasyczna;0
2785;56244;Koncerty u św. Marcina;Muzyka klasyczna;http://media.krakow.travel/photos/69592/m.jpg;obrazy_wydarzen_karnet/56244.jpg;Kościół św. Marcina;ul. Grodzka 58;Kraków;2025-06-29;;17:00;;#muzyka #klasyczna;0
3502;58951;Festiwal Miłosza 2025;Festiwale;http://media.krakow.travel/photos/72392/m.jpg;obrazy_wydarzen_karnet/58951.jpg;Pałac Potockich;Rynek Główny 20;Kraków;2025-06-29;2025-07-06;;;#festiwale;0
287;56244;Koncerty u św. Marcina;Muzyka klasyczna;http://media.krakow.travel/photos/69592/m.jpg;obrazy_wydarzen_karnet/56244.jpg;Kościół św. Marcina;ul. Grodzka 58;Kraków;2025-06-29;;17:00;;#muzyka #klasyczna;1
3236;56244;Koncerty u św. Marcina;Muzyka klasyczna;http://media.krakow.travel/photos/69592/m.jpg;obrazy_wydarzen_karnet/56244.jpg;Kościół św. Marcina;ul. Grodzka 58;Kraków;2025-06-29;;17:00;;#muzyka #klasyczna;1
3239;59606;Jazz w Ogrodzie: Anna Maria Jopek;Muzyka rozrywkowa;http://media.krakow.travel/photos/73090/m.jpg;obrazy_wydarzen_karnet/59606.jpg;Ogród Botaniczny;ul. Kopernika 27;Kraków;2025-06-29;;20:00;;#muzyka #rozrywkowa;1
886;56244;Koncerty u św. Marcina;Muzyka klasyczna;http://media.krakow.travel/photos/69592/m.jpg;obrazy_wydarzen_karnet/56244.jpg;Kościół św. Marcina;ul. Grodzka 58;Kraków;2025-06-29;;17:00;;#muzyka #klasyczna;1
3235;58951;Festiwal Miłosza 2025;Festiwale;http://media.krakow.travel/photos/72392/m.jpg;obrazy_wydarzen_karnet/58951.jpg;Pałac Potockich;Rynek Główny 20;Kraków;2025-06-29;2025-07-06;;;#festiwale;1
2170;56244;Koncerty u św. Marcina;Muzyka klasyczna;http://media.krakow.travel/photos/69592/m.jpg;obrazy_wydarzen_karnet/56244.jpg;Kościół św. Marcina;ul. Grodzka 58;Kraków;2025-06-29;;17:00;;#muzyka #klasyczna;1
3956;57979;30. Summer Jazz Festival Kraków;Festiwale;http://media.krakow.travel/photos/71410/m.jpg;obrazy_wydarzen_karnet/57979.jpg;Kino Kijów;al. Krasińskiego 34;Kraków;2025-06-30;2025-09-07;;;#festiwale;0
3240;58430;Sextile w Gwarku;Muzyka rozrywkowa;http://media.krakow.travel/photos/71837/m.jpg;obrazy_wydarzen_karnet/58430.jpg;Gwarek;ul. Reymonta 17;Kraków;2025-06-30;;19:30;;#muzyka #rozrywkowa;0
3503;57979;30. Summer Jazz Festival Kraków;Festiwale;http://media.krakow.travel/photos/71410/m.jpg;obrazy_wydarzen_karnet/57979.jpg;Kino Kijów;al. Krasińskiego 34;Kraków;2025-06-30;2025-09-07;;;#festiwale;1
3242;57979;30. Summer Jazz Festival Kraków;Festiwale;http://media.krakow.travel/photos/71410/m.jpg;obrazy_wydarzen_karnet/57979.jpg;Kino Kijów;al. Krasińskiego 34;Kraków;2025-06-30;2025-09-07;;;#festiwale;1
3241;39404;Godzinki, czyli od świtu do nocy;Spektakle teatralne;http://media.krakow.travel/photos/49723/m.jpg;obrazy_wydarzen_karnet/39404.jpg;Ogród Muzeum Archeologicznego;ul. Poselska 3;Kraków;2025-06-30;;20:00;;#spektakle #teatralne;1
4247;57979;30. Summer Jazz Festival Kraków;Festiwale;http://media.krakow.travel/photos/71410/m.jpg;obrazy_wydarzen_karnet/57979.jpg;Kino Kijów;al. Krasińskiego 34;Kraków;2025-06-30;2025-09-07;;;#festiwale;1
3504;7682;Nie budźcie mnie;Spektakle teatralne;http://media.krakow.travel/photos/22776/m.jpg;obrazy_wydarzen_karnet/7682.jpg;sztuka na wynos;ul. Starowiślna 55/6;Kraków;2025-07-02;;19:30;;#spektakle #teatralne;0
2690;7682;Nie budźcie mnie;Spektakle teatralne;http://media.krakow.travel/photos/22776/m.jpg;obrazy_wydarzen_karnet/7682.jpg;sztuka na wynos;ul. Starowiślna 55/6;Kraków;2025-07-02;;19:30;;#spektakle #teatralne;1
3508;49957;Lepper. Będziemy wisieć albo siedzieć;Spektakle teatralne;http://media.krakow.travel/photos/62535/m.jpg;obrazy_wydarzen_karnet/49957.jpg;Małopolski Ogród Sztuki;ul. Rajska 12;Kraków;2025-07-03;;19:00;;#spektakle #teatralne;0
3507;59264;Krakowski Czwartek Kryminalny. Spotkanie z Andrzejem Chytkowskim;Spotkania i wykłady literackie;http://media.krakow.travel/photos/67952/m.jpg;obrazy_wydarzen_karnet/59264.jpg;Arteteka Wojewódzkiej Biblioteki Publicznej;ul. Rajska 12;Kraków;2025-07-03;;18:00;;#spotkania #wykłady #literackie;1
3506;59785;Stuhralia;Festiwale;http://media.krakow.travel/photos/73295/m.jpg;obrazy_wydarzen_karnet/59785.jpg;Akademia Sztuk Pięknych w Krakowie;pl. Matejki 13;Kraków;2025-07-03;2025-07-06;;;#festiwale;0
3510;58374;Morrissey w Tauron Arenie Kraków;Muzyka rozrywkowa;http://media.krakow.travel/photos/71787/m.jpg;obrazy_wydarzen_karnet/58374.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-07-03;;20:30;;#muzyka #rozrywkowa;1
2612;48350;Każdy ratuje jednego;Spektakle teatralne;http://media.krakow.travel/photos/60736/m.jpg;obrazy_wydarzen_karnet/48350.jpg;sztuka na wynos;ul. Starowiślna 55/6;Kraków;2025-07-04;;19:30;;#spektakle #teatralne;0
3516;59378;Pokaz iluzji dla całej rodziny;Inne przedstawienia;http://media.krakow.travel/photos/72828/m.jpg;obrazy_wydarzen_karnet/59378.jpg;Centrum Kultury im. św. Jadwigi;ul. Łokietka 60;Kraków;2025-07-04;;19:15;;#inne #przedstawienia;1
3517;48350;Każdy ratuje jednego;Spektakle teatralne;http://media.krakow.travel/photos/60736/m.jpg;obrazy_wydarzen_karnet/48350.jpg;sztuka na wynos;ul. Starowiślna 55/6;Kraków;2025-07-04;;19:30;;#spektakle #teatralne;1
3514;58291;Il Divo w Tauron Arenie Kraków;Muzyka klasyczna;http://media.krakow.travel/photos/71710/m.jpg;obrazy_wydarzen_karnet/58291.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-07-04;;19:00;;#muzyka #klasyczna;1
3513;58779;Santander Letnie Brzmienia 2025;Festiwale muzyczne;http://media.krakow.travel/photos/72280/m.jpg;obrazy_wydarzen_karnet/58779.jpg;Muzeum Lotnictwa Polskiego;al. Jana Pawła II 39;Kraków;2025-07-04;2025-07-05;17:00;;#festiwale #muzyczne;0
3512;59618;38. ULICA Festival;Festiwale;http://media.krakow.travel/photos/67988/m.jpg;obrazy_wydarzen_karnet/59618.jpg;Rynek Główny;;Kraków;2025-07-04;2025-07-06;;;#festiwale;1
2639;55692;Że co, ja nie dam rady? – komediowe show improwizowane;Inne przedstawienia;http://media.krakow.travel/photos/69003/m.jpg;obrazy_wydarzen_karnet/55692.jpg;Buda;ul. Czapskich 2;Kraków;2025-07-05;;17:00;;#inne #przedstawienia;1
3520;55692;Że co, ja nie dam rady? – komediowe show improwizowane;Inne przedstawienia;http://media.krakow.travel/photos/69003/m.jpg;obrazy_wydarzen_karnet/55692.jpg;Buda;ul. Czapskich 2;Kraków;2025-07-05;;17:00;;#inne #przedstawienia;0
3519;57176;Puchar Świata we wspinaczce sportowej na czas;Wydarzenia sportowe;http://media.krakow.travel/photos/70611/m.jpg;obrazy_wydarzen_karnet/57176.jpg;Rynek Główny;;Kraków;2025-07-05;2025-07-06;;;#wydarzenia #sportowe;0
1399;55692;Że co, ja nie dam rady? – komediowe show improwizowane;Inne przedstawienia;http://media.krakow.travel/photos/69003/m.jpg;obrazy_wydarzen_karnet/55692.jpg;Buda;ul. Czapskich 2;Kraków;2025-07-05;;17:00;;#inne #przedstawienia;0
3521;59082;Jazz w Ogrodzie: Judith Hill;Muzyka rozrywkowa;http://media.krakow.travel/photos/72523/m.jpg;obrazy_wydarzen_karnet/59082.jpg;Ogród Botaniczny;ul. Kopernika 27;Kraków;2025-07-06;;17:30;;#muzyka #rozrywkowa;1
3522;59759;Koncert w ciemności: muzyczna podróż;Muzyka rozrywkowa;http://media.krakow.travel/photos/73263/m.jpg;obrazy_wydarzen_karnet/59759.jpg;Piwnica pod Złotą Pipą;ul. Floriańska 30;Kraków;2025-07-06;;18:00;;#muzyka #rozrywkowa;1
3523;33222;Dziś umarł Prokofiew;Spektakle teatralne;http://media.krakow.travel/photos/60471/m.jpg;obrazy_wydarzen_karnet/33222.jpg;Ogród Muzeum Archeologicznego;ul. Poselska 3;Kraków;2025-07-07;;20:00;;#spektakle #teatralne;1
3525;59075;Jazz w Ogrodzie: Joe Lovano & Marcin Wasilewski Trio;Muzyka rozrywkowa;http://media.krakow.travel/photos/72517/m.jpg;obrazy_wydarzen_karnet/59075.jpg;Ogród Botaniczny;ul. Kopernika 27;Kraków;2025-07-09;;20:30;;#muzyka #rozrywkowa;1
2116;6083;Postrzał;Spektakle teatralne;http://media.krakow.travel/photos/22774/m.jpg;obrazy_wydarzen_karnet/6083.jpg;sztuka na wynos;ul. Starowiślna 55/6;Kraków;2025-07-10;;19:30;;#spektakle #teatralne;0
3526;59073;Jazz w Ogrodzie: Till Brönner Quartet;Muzyka rozrywkowa;http://media.krakow.travel/photos/72515/m.jpg;obrazy_wydarzen_karnet/59073.jpg;Ogród Botaniczny;ul. Kopernika 27;Kraków;2025-07-10;;17:00;;#muzyka #rozrywkowa;1
3527;6083;Postrzał;Spektakle teatralne;http://media.krakow.travel/photos/22774/m.jpg;obrazy_wydarzen_karnet/6083.jpg;sztuka na wynos;ul. Starowiślna 55/6;Kraków;2025-07-10;;19:30;;#spektakle #teatralne;1
3529;59607;Jazz w Ogrodzie: Nino Katamadze;Muzyka rozrywkowa;http://media.krakow.travel/photos/73091/m.jpg;obrazy_wydarzen_karnet/59607.jpg;Ogród Botaniczny;ul. Kopernika 27;Kraków;2025-07-11;;20:30;;#muzyka #rozrywkowa;1
3528;57701;Festiwal Kultury Dalekowschodniej Ryucon 2025;Festiwale;http://media.krakow.travel/photos/71128/m.jpg;obrazy_wydarzen_karnet/57701.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-07-11;2025-07-13;;;#festiwale;0
3530;59072;Jazz w Ogrodzie: Ben l'Oncle Soul;Muzyka rozrywkowa;http://media.krakow.travel/photos/72514/m.jpg;obrazy_wydarzen_karnet/59072.jpg;Ogród Botaniczny;ul. Kopernika 27;Kraków;2025-07-12;;20:00;;#muzyka #rozrywkowa;1
3533;59070;Jazz w Ogrodzie: Lars Danielsson;Muzyka rozrywkowa;http://media.krakow.travel/photos/72513/m.jpg;obrazy_wydarzen_karnet/59070.jpg;Ogród Botaniczny;ul. Kopernika 27;Kraków;2025-07-13;;20:00;;#muzyka #rozrywkowa;0
3532;57139;Dobrze się kłamie;Spektakle teatralne;http://media.krakow.travel/photos/72829/m.jpg;obrazy_wydarzen_karnet/57139.jpg;Centrum Kongresowe ICE Kraków;ul. Konopnickiej 17;Kraków;2025-07-13;;16:00;;#spektakle #teatralne;0
2137;57139;Dobrze się kłamie;Spektakle teatralne;http://media.krakow.travel/photos/72829/m.jpg;obrazy_wydarzen_karnet/57139.jpg;Centrum Kongresowe ICE Kraków;ul. Konopnickiej 17;Kraków;2025-07-13;;16:00;;#spektakle #teatralne;1
3535;44530;Manelle;Spektakle teatralne;http://media.krakow.travel/photos/56460/m.jpg;obrazy_wydarzen_karnet/44530.jpg;Ogród Muzeum Archeologicznego;ul. Poselska 3;Kraków;2025-07-14;;20:00;;#spektakle #teatralne;0
3534;59717;XV Krakowskie Miniatury Teatralne;Festiwale teatralne;http://media.krakow.travel/photos/73200/m.jpg;obrazy_wydarzen_karnet/59717.jpg;Nowohuckie Centrum Kultury;al. Jana Pawła II 232;Kraków;2025-07-14;2025-07-20;;;#festiwale #teatralne;0
3536;59077;Jazz w Ogrodzie: Fabrizio Paterlini;Muzyka rozrywkowa;http://media.krakow.travel/photos/72519/m.jpg;obrazy_wydarzen_karnet/59077.jpg;Ogród Botaniczny;ul. Kopernika 27;Kraków;2025-07-18;;20:30;;#muzyka #rozrywkowa;0
2555;56056;Ambroży Grabowski, czyli wszystko co chcecie wiedzieć o Krakowie, ale se nie wyguglacie;Spektakle teatralne;http://media.krakow.travel/photos/69501/m.jpg;obrazy_wydarzen_karnet/56056.jpg;Teatr Bagatela im. Tadeusza Boya-Żeleńskiego;ul. Karmelicka 6;Kraków;2025-07-19;;19:15;;#spektakle #teatralne;1
3537;59616;26. Festiwal Tańców Dworskich „Cracovia Danza”;Festiwale;http://media.krakow.travel/photos/73204/m.jpg;obrazy_wydarzen_karnet/59616.jpg;Rynek Główny;;Kraków;2025-07-19;2025-07-27;;;#festiwale;1
3538;56056;Ambroży Grabowski, czyli wszystko co chcecie wiedzieć o Krakowie, ale se nie wyguglacie;Spektakle teatralne;http://media.krakow.travel/photos/69501/m.jpg;obrazy_wydarzen_karnet/56056.jpg;Teatr Bagatela im. Tadeusza Boya-Żeleńskiego;ul. Karmelicka 6;Kraków;2025-07-19;;19:15;;#spektakle #teatralne;0
3539;54437;Mumerus. Koncert;Spektakle teatralne;http://media.krakow.travel/photos/55829/m.jpg;obrazy_wydarzen_karnet/54437.jpg;Ogród Muzeum Archeologicznego;ul. Poselska 3;Kraków;2025-07-19;;20:00;;#spektakle #teatralne;0
3540;59608;Jazz w Ogrodzie: Ledisi;Muzyka rozrywkowa;http://media.krakow.travel/photos/73092/m.jpg;obrazy_wydarzen_karnet/59608.jpg;Ogród Botaniczny;ul. Kopernika 27;Kraków;2025-07-19;;20:00;;#muzyka #rozrywkowa;1
3542;59079;Jazz w Ogrodzie: James Carter Organ Trio;Muzyka rozrywkowa;http://media.krakow.travel/photos/72520/m.jpg;obrazy_wydarzen_karnet/59079.jpg;Ogród Botaniczny;ul. Kopernika 27;Kraków;2025-07-20;;20:00;;#muzyka #rozrywkowa;0
3544;31278;Pikantni;Spektakle teatralne;http://media.krakow.travel/photos/44300/m.jpg;obrazy_wydarzen_karnet/31278.jpg;Teatr im. Juliusza Słowackiego;pl. Świętego Ducha 1;Kraków;2025-07-25;;17:15;;#spektakle #teatralne;1
3543;58283;Zorza 2025;Festiwale;http://media.krakow.travel/photos/71703/m.jpg;obrazy_wydarzen_karnet/58283.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-07-25;2025-07-26;;;#festiwale;1
2804;31278;Pikantni;Spektakle teatralne;http://media.krakow.travel/photos/44300/m.jpg;obrazy_wydarzen_karnet/31278.jpg;Teatr im. Juliusza Słowackiego;pl. Świętego Ducha 1;Kraków;2025-07-25;;17:15;;#spektakle #teatralne;1
2486;47983;Goło i wesoło;Inne przedstawienia;http://media.krakow.travel/photos/60361/m.jpg;obrazy_wydarzen_karnet/47983.jpg;Kino Kijów;al. Krasińskiego 34;Kraków;2025-07-26;;15:00;;#inne #przedstawienia;1
3546;47983;Goło i wesoło;Inne przedstawienia;http://media.krakow.travel/photos/60361/m.jpg;obrazy_wydarzen_karnet/47983.jpg;Kino Kijów;al. Krasińskiego 34;Kraków;2025-07-26;;15:00;;#inne #przedstawienia;0
3545;58979;Młyn Trail Michałowice 2025;W gminach Metropolii;http://media.krakow.travel/photos/72420/m.jpg;obrazy_wydarzen_karnet/58979.jpg;Stadion KS Michałowianka;ul. Akacjowa;Michałowice;2025-07-26;;07:30;;#WGminach #Metropolii;1
3548;56982;Bryan Adams: Roll with the Punches w Tauron Arenie Kraków;Muzyka rozrywkowa;http://media.krakow.travel/photos/70390/m.jpg;obrazy_wydarzen_karnet/56982.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-07-31;;20:00;;#muzyka #rozrywkowa;1
3958;59136;Delehei: Nomadic Soul Music w Strefie;Muzyka rozrywkowa;http://media.krakow.travel/photos/72573/m.jpg;obrazy_wydarzen_karnet/59136.jpg;Strefa Nowa;ul. Kopernika 19;Kraków;2025-08-01;;20:00;;#muzyka #rozrywkowa;1
3959;58101;The Real McKenzies w Hype Parku;Muzyka rozrywkowa;http://media.krakow.travel/photos/71520/m.jpg;obrazy_wydarzen_karnet/58101.jpg;Hype Park / Kamienna12;ul. Kamienna 12;Kraków;2025-08-03;;19:00;;#muzyka #rozrywkowa;0
3961;59313;Wayfarer, Inter Arma w Gwarku;Muzyka rozrywkowa;http://media.krakow.travel/photos/72759/m.jpg;obrazy_wydarzen_karnet/59313.jpg;Gwarek;ul. Reymonta 17;Kraków;2025-08-04;;20:00;;#muzyka #rozrywkowa;0
3960;57994;Drowning Pool, Liliac, Serpents w Hype Parku;Muzyka rozrywkowa;http://media.krakow.travel/photos/71426/m.jpg;obrazy_wydarzen_karnet/57994.jpg;Hype Park / Kamienna12;ul. Kamienna 12;Kraków;2025-08-04;;19:30;;#muzyka #rozrywkowa;1
2400;40124;Mayday odNowa;Spektakle teatralne;http://media.krakow.travel/photos/54740/m.jpg;obrazy_wydarzen_karnet/40124.jpg;Teatr Bagatela im. Tadeusza Boya-Żeleńskiego;ul. Karmelicka 6;Kraków;2025-08-07;;19:15;;#spektakle #teatralne;1
3962;40124;Mayday odNowa;Spektakle teatralne;http://media.krakow.travel/photos/54740/m.jpg;obrazy_wydarzen_karnet/40124.jpg;Teatr Bagatela im. Tadeusza Boya-Żeleńskiego;ul. Karmelicka 6;Kraków;2025-08-07;;19:15;;#spektakle #teatralne;1
3964;59734;Palaye Royale w Studio;Muzyka rozrywkowa;http://media.krakow.travel/photos/73225/m.jpg;obrazy_wydarzen_karnet/59734.jpg;Klub Studio;ul. Budryka 4;Kraków;2025-08-08;;18:00;;#muzyka #rozrywkowa;1
3963;56987;Męskie Granie 2025;Festiwale;http://media.krakow.travel/photos/70396/m.jpg;obrazy_wydarzen_karnet/56987.jpg;Muzeum Lotnictwa Polskiego;al. Jana Pawła II 39;Kraków;2025-08-08;2025-08-09;;;#festiwale;0
3965;59802;Defeated Sanity: Chronicles of Lunacy w Gwarku;Muzyka rozrywkowa;http://media.krakow.travel/photos/73310/m.jpg;obrazy_wydarzen_karnet/59802.jpg;Gwarek;ul. Reymonta 17;Kraków;2025-08-08;;20:00;;#muzyka #rozrywkowa;0
3966;59169;The Browning, Polar, The Defect w Zaścianku;Muzyka rozrywkowa;http://media.krakow.travel/photos/72608/m.jpg;obrazy_wydarzen_karnet/59169.jpg;Zaścianek;ul. Rostafińskiego 4;Kraków;2025-08-09;;19:00;;#muzyka #rozrywkowa;0
3968;59484;8. BNP Paribas Green Film Festival;Festiwale;http://media.krakow.travel/photos/68366/m.jpg;obrazy_wydarzen_karnet/59484.jpg;Bulwary Wiślane;;Kraków;2025-08-11;2025-08-17;;;#festiwale;1
3969;58750;Warmduscher: Too Cold to Tour w Hype Parku;Muzyka rozrywkowa;http://media.krakow.travel/photos/72159/m.jpg;obrazy_wydarzen_karnet/58750.jpg;Hype Park / Kamienna12;ul. Kamienna 12;Kraków;2025-08-11;;19:30;;#muzyka #rozrywkowa;0
3970;59789;Suffocation, Angelmaker, Warbringer, Skeletal Remains w Hype Parku;Muzyka rozrywkowa;http://media.krakow.travel/photos/73298/m.jpg;obrazy_wydarzen_karnet/59789.jpg;Hype Park / Kamienna12;ul. Kamienna 12;Kraków;2025-08-13;;19:00;;#muzyka #rozrywkowa;1
3972;59656;Panzerfaust, Afsky w Gwarku;Muzyka rozrywkowa;http://media.krakow.travel/photos/73140/m.jpg;obrazy_wydarzen_karnet/59656.jpg;Gwarek;ul. Reymonta 17;Kraków;2025-08-18;;19:00;;#muzyka #rozrywkowa;1
3973;56590;Gojira w Tauron Arenie Kraków;Muzyka rozrywkowa;http://media.krakow.travel/photos/69969/m.jpg;obrazy_wydarzen_karnet/56590.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-08-19;;19:00;;#muzyka #rozrywkowa;0
3974;46268;Słownik Ptaszków Polskich;Spektakle teatralne;http://media.krakow.travel/photos/65148/m.jpg;obrazy_wydarzen_karnet/46268.jpg;Teatr Bagatela im. Tadeusza Boya-Żeleńskiego;ul. Karmelicka 6;Kraków;2025-08-21;;18:00;;#spektakle #teatralne;1
3975;57491;Kogut w rosole;Spektakle teatralne;http://media.krakow.travel/photos/70911/m.jpg;obrazy_wydarzen_karnet/57491.jpg;Kino Kijów;al. Krasińskiego 34;Kraków;2025-08-23;;16:00;;#spektakle #teatralne;0
3979;59044;XXII Memoriał Huberta Jerzego Wagnera;Wydarzenia sportowe;http://media.krakow.travel/photos/72487/m.jpg;obrazy_wydarzen_karnet/59044.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-08-29;2025-08-31;;;#wydarzenia #sportowe;0
