id;tytul;typ_wydarzenia_lista;link_do_obrazka_lista;sciezka_do_pobranego_obrazka;obiekty;ulice;miasta;data_rozpoczecia;data_zakonczenia;godzina_rozpoczecia;czy_stale;hashtagi;czy_na_zewnatrz
1066;Kraków – czas okupacji 1939-1945;Wystawy stałe;http://media.krakow.travel/photos/2120/m.jpg;obrazy_wydarzen_karnet/1066.jpg;Fabryka Emalia Oskara Schindlera;ul. Lipowa 4;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
1072;Galeria Sztuki Polskiej XIX wieku w Sukiennicach;Wystawy stałe;http://media.krakow.travel/photos/21065/m.jpg;obrazy_wydarzen_karnet/1072.jpg;Galeria Sztuki Polskiej XIX wieku w Sukiennicach;Rynek Główny 3;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
1073;Śladem europejskiej tożsamości Krakowa;Wystawy stałe;http://media.krakow.travel/photos/2127/m.jpg;obrazy_wydarzen_karnet/1073.jpg;Rynek Podziemny;Rynek Główny 1/3;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;1
1135;Krakowianie wobec terroru 1939-1945-1956;Wystawy stałe;http://media.krakow.travel/photos/20992/m.jpg;obrazy_wydarzen_karnet/1135.jpg;Ulica Pomorska;ul. Pomorska 2;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
3115;Wystawa biograficzna Jana Matejki;Wystawy stałe;http://media.krakow.travel/photos/21066/m.jpg;obrazy_wydarzen_karnet/3115.jpg;Dom Jana Matejki;ul. Floriańska 41;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;1
55903;Wielcy współcześni. Dar Teresy i Andrzeja Starmachów;Wystawy stałe;http://media.krakow.travel/photos/69205/m.jpg;obrazy_wydarzen_karnet/55903.jpg;MOCAK Muzeum Sztuki Współczesnej;ul. Lipowa 4;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
56918;KEF to zabawa!;Wystawy stałe;http://media.krakow.travel/photos/70316/m.jpg;obrazy_wydarzen_karnet/56918.jpg;Żydowskie Muzeum Galicja;ul. Dajwór 18;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
57547;Wystawa archeologiczna w Muzeum Żup Krakowskich Wieliczka;W gminach Metropolii;http://media.krakow.travel/photos/70975/m.jpg;obrazy_wydarzen_karnet/57547.jpg;Muzeum Żup Krakowskich Wieliczka;ul. Zamkowa 8;Wieliczka;;;;Wydarzenie stałe;#WGminach #Metropolii;0
57548;Sala gotycka;W gminach Metropolii;http://media.krakow.travel/photos/70976/m.jpg;obrazy_wydarzen_karnet/57548.jpg;Muzeum Żup Krakowskich Wieliczka;ul. Zamkowa 8;Wieliczka;;;;Wydarzenie stałe;#WGminach #Metropolii;1
57549;Kasa pancerna i inne skarby;W gminach Metropolii;http://media.krakow.travel/photos/70977/m.jpg;obrazy_wydarzen_karnet/57549.jpg;Muzeum Żup Krakowskich Wieliczka;ul. Zamkowa 8;Wieliczka;;;;Wydarzenie stałe;#WGminach #Metropolii;0
57551;Trasa Turystyczna Kopalni Soli „Wieliczka”;W gminach Metropolii;http://media.krakow.travel/photos/70979/m.jpg;obrazy_wydarzen_karnet/57551.jpg;Kopalnia Soli „Wieliczka”;ul. Daniłowicza 10;Wieliczka;;;;Wydarzenie stałe;#WGminach #Metropolii;0
57552;Ekspozycja podziemna Żup Krakowskich Wieliczka;W gminach Metropolii;http://media.krakow.travel/photos/70980/m.jpg;obrazy_wydarzen_karnet/57552.jpg;Muzeum Żup Krakowskich w Wieliczce – Ekspozycja podziemna;ul. Daniłowicza 10;Wieliczka;;;;Wydarzenie stałe;#WGminach #Metropolii;0
57546;Izba Pamięci Rodu Hallerów;W gminach Metropolii;http://media.krakow.travel/photos/70974/m.jpg;obrazy_wydarzen_karnet/57546.jpg;;;Kraków;;;;Wydarzenie stałe;#WGminach #Metropolii;0
57566;Skarby Niepołomickiej Parafii;W gminach Metropolii;http://media.krakow.travel/photos/70997/m.jpg;obrazy_wydarzen_karnet/57566.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;1
57567;Gabinet Włodzimierza Puchalskiego;W gminach Metropolii;http://media.krakow.travel/photos/70998/m.jpg;obrazy_wydarzen_karnet/57567.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;1
57568;Niepołomice. Miasto, czas i ludzie;W gminach Metropolii;http://media.krakow.travel/photos/71000/m.jpg;obrazy_wydarzen_karnet/57568.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;1
57650;Sale Łowieckie;W gminach Metropolii;http://media.krakow.travel/photos/71064/m.jpg;obrazy_wydarzen_karnet/57650.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;0
57657;Wystawa regionalna w Skawinie;W gminach Metropolii;http://media.krakow.travel/photos/71071/m.jpg;obrazy_wydarzen_karnet/57657.jpg;Muzeum Regionalne w Skawinie;Mickiewicza 26;Skawina;;;;Wydarzenie stałe;#WGminach #Metropolii;0
57659;Wystawa biograficzna w Muzeum św. Brata Alberta Chmielowskiego;W gminach Metropolii;http://media.krakow.travel/photos/71074/m.jpg;obrazy_wydarzen_karnet/57659.jpg;Muzeum św. Brata Alberta;Igołomia 32;Igołomia;;;;Wydarzenie stałe;#WGminach #Metropolii;0
57662;Izba Regionalna w Krzęcinie;W gminach Metropolii;http://media.krakow.travel/photos/71075/m.jpg;obrazy_wydarzen_karnet/57662.jpg;Izba Regionalna w Krzęcinie;Krzęcin 47;Krzęcin;;;;Wydarzenie stałe;#WGminach #Metropolii;1
57663;Izba Regionalna w Jaśkowicach;W gminach Metropolii;http://media.krakow.travel/photos/71076/m.jpg;obrazy_wydarzen_karnet/57663.jpg;Izba Regionalna w Jaśkowicach;Szkolna 4;Radziszów;;;;Wydarzenie stałe;#WGminach #Metropolii;1
57666;Izba Regionalna w Woli Radziszowskiej;W gminach Metropolii;http://media.krakow.travel/photos/71078/m.jpg;obrazy_wydarzen_karnet/57666.jpg;Izba Regionalna w Woli Radziszowskiej;Wola Radziszowska 590;Wola Radziszowska;;;;Wydarzenie stałe;#WGminach #Metropolii;0
55903;Wielcy współcześni. Dar Teresy i Andrzeja Starmachów;Wystawy stałe;http://media.krakow.travel/photos/69205/m.jpg;obrazy_wydarzen_karnet/55903.jpg;MOCAK Muzeum Sztuki Współczesnej;ul. Lipowa 4;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
56918;KEF to zabawa!;Wystawy stałe;http://media.krakow.travel/photos/70316/m.jpg;obrazy_wydarzen_karnet/56918.jpg;Żydowskie Muzeum Galicja;ul. Dajwór 18;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
57547;Wystawa archeologiczna w Muzeum Żup Krakowskich Wieliczka;W gminach Metropolii;http://media.krakow.travel/photos/70975/m.jpg;obrazy_wydarzen_karnet/57547.jpg;Muzeum Żup Krakowskich Wieliczka;ul. Zamkowa 8;Wieliczka;;;;Wydarzenie stałe;#WGminach #Metropolii;1
57548;Sala gotycka;W gminach Metropolii;http://media.krakow.travel/photos/70976/m.jpg;obrazy_wydarzen_karnet/57548.jpg;Muzeum Żup Krakowskich Wieliczka;ul. Zamkowa 8;Wieliczka;;;;Wydarzenie stałe;#WGminach #Metropolii;0
57549;Kasa pancerna i inne skarby;W gminach Metropolii;http://media.krakow.travel/photos/70977/m.jpg;obrazy_wydarzen_karnet/57549.jpg;Muzeum Żup Krakowskich Wieliczka;ul. Zamkowa 8;Wieliczka;;;;Wydarzenie stałe;#WGminach #Metropolii;0
57551;Trasa Turystyczna Kopalni Soli „Wieliczka”;W gminach Metropolii;http://media.krakow.travel/photos/70979/m.jpg;obrazy_wydarzen_karnet/57551.jpg;Kopalnia Soli „Wieliczka”;ul. Daniłowicza 10;Wieliczka;;;;Wydarzenie stałe;#WGminach #Metropolii;1
57552;Ekspozycja podziemna Żup Krakowskich Wieliczka;W gminach Metropolii;http://media.krakow.travel/photos/70980/m.jpg;obrazy_wydarzen_karnet/57552.jpg;Muzeum Żup Krakowskich w Wieliczce – Ekspozycja podziemna;ul. Daniłowicza 10;Wieliczka;;;;Wydarzenie stałe;#WGminach #Metropolii;0
57546;Izba Pamięci Rodu Hallerów;W gminach Metropolii;http://media.krakow.travel/photos/70974/m.jpg;obrazy_wydarzen_karnet/57546.jpg;;;Kraków;;;;Wydarzenie stałe;#WGminach #Metropolii;0
57566;Skarby Niepołomickiej Parafii;W gminach Metropolii;http://media.krakow.travel/photos/70997/m.jpg;obrazy_wydarzen_karnet/57566.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;1
57567;Gabinet Włodzimierza Puchalskiego;W gminach Metropolii;http://media.krakow.travel/photos/70998/m.jpg;obrazy_wydarzen_karnet/57567.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;0
57568;Niepołomice. Miasto, czas i ludzie;W gminach Metropolii;http://media.krakow.travel/photos/71000/m.jpg;obrazy_wydarzen_karnet/57568.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;0
57650;Sale Łowieckie;W gminach Metropolii;http://media.krakow.travel/photos/71064/m.jpg;obrazy_wydarzen_karnet/57650.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;1
57657;Wystawa regionalna w Skawinie;W gminach Metropolii;http://media.krakow.travel/photos/71071/m.jpg;obrazy_wydarzen_karnet/57657.jpg;Muzeum Regionalne w Skawinie;Mickiewicza 26;Skawina;;;;Wydarzenie stałe;#WGminach #Metropolii;1
57659;Wystawa biograficzna w Muzeum św. Brata Alberta Chmielowskiego;W gminach Metropolii;http://media.krakow.travel/photos/71074/m.jpg;obrazy_wydarzen_karnet/57659.jpg;Muzeum św. Brata Alberta;Igołomia 32;Igołomia;;;;Wydarzenie stałe;#WGminach #Metropolii;0
57662;Izba Regionalna w Krzęcinie;W gminach Metropolii;http://media.krakow.travel/photos/71075/m.jpg;obrazy_wydarzen_karnet/57662.jpg;Izba Regionalna w Krzęcinie;Krzęcin 47;Krzęcin;;;;Wydarzenie stałe;#WGminach #Metropolii;1
57663;Izba Regionalna w Jaśkowicach;W gminach Metropolii;http://media.krakow.travel/photos/71076/m.jpg;obrazy_wydarzen_karnet/57663.jpg;Izba Regionalna w Jaśkowicach;Szkolna 4;Radziszów;;;;Wydarzenie stałe;#WGminach #Metropolii;1
57666;Izba Regionalna w Woli Radziszowskiej;W gminach Metropolii;http://media.krakow.travel/photos/71078/m.jpg;obrazy_wydarzen_karnet/57666.jpg;Izba Regionalna w Woli Radziszowskiej;Wola Radziszowska 590;Wola Radziszowska;;;;Wydarzenie stałe;#WGminach #Metropolii;0
59407;Międzymurze. Wawel podziemny;Wystawy stałe;http://media.krakow.travel/photos/72866/m.jpg;obrazy_wydarzen_karnet/59407.jpg;Wzgórze wawelskie;;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
21488;Świat gadów;Wystawy stałe;http://media.krakow.travel/photos/26879/m.jpg;obrazy_wydarzen_karnet/21488.jpg;Muzeum Przyrodnicze;ul. św. Sebastiana 9;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
1007;Sztuka dawnej Polski XII-XVIII wiek;Wystawy stałe;http://media.krakow.travel/photos/21429/m.jpg;obrazy_wydarzen_karnet/1007.jpg;Pałac Biskupa Erazma Ciołka;ul. Kanonicza 17;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
1008;Śladami Pamięci;Wystawy stałe;http://media.krakow.travel/photos/61289/m.jpg;obrazy_wydarzen_karnet/1008.jpg;Żydowskie Muzeum Galicja;ul. Dajwór 18;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
1013;Polska kultura ludowa;Wystawy stałe;http://media.krakow.travel/photos/2067/m.jpg;obrazy_wydarzen_karnet/1013.jpg;Muzeum Etnograficzne;pl. Wolnica 1;ul. Krakowska 46;;;;Wydarzenie stałe;#wystawy #stałe;1
1023;Dzieje i kultura Żydów krakowskich;Wystawy stałe;http://media.krakow.travel/photos/21406/m.jpg;obrazy_wydarzen_karnet/1023.jpg;Stara Synagoga;ul. Szeroka 24;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
1027;Sztuka cerkiewna dawnej Rzeczypospolitej;Wystawy stałe;http://media.krakow.travel/photos/21427/m.jpg;obrazy_wydarzen_karnet/1027.jpg;Pałac Biskupa Erazma Ciołka;ul. Kanonicza 17;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;1
1034;Galeria Rzemiosła Artystycznego;Wystawy stałe;http://media.krakow.travel/photos/21418/m.jpg;obrazy_wydarzen_karnet/1034.jpg;Gmach Główny;al. 3 Maja 1;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;1
1038;Reprezentacyjne Komnaty Królewskie;Wystawy stałe;http://media.krakow.travel/photos/56246/m.jpg;obrazy_wydarzen_karnet/1038.jpg;Zamek Królewski na Wawelu;Wawel 5;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
1039;Prywatne Apartamenty Królewskie;Wystawy stałe;http://media.krakow.travel/photos/21017/m.jpg;obrazy_wydarzen_karnet/1039.jpg;Zamek Królewski na Wawelu;Wawel 5;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
1040;Skarbiec Koronny i Zbrojownia;Wystawy stałe;http://media.krakow.travel/photos/56245/m.jpg;obrazy_wydarzen_karnet/1040.jpg;Zamek Królewski na Wawelu;Wawel 5;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
1042;Wawel Zaginiony;Wystawy stałe;http://media.krakow.travel/photos/21019/m.jpg;obrazy_wydarzen_karnet/1042.jpg;Zamek Królewski na Wawelu;Wawel 5;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;1
1066;Kraków – czas okupacji 1939-1945;Wystawy stałe;http://media.krakow.travel/photos/2120/m.jpg;obrazy_wydarzen_karnet/1066.jpg;Fabryka Emalia Oskara Schindlera;ul. Lipowa 4;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
1072;Galeria Sztuki Polskiej XIX wieku w Sukiennicach;Wystawy stałe;http://media.krakow.travel/photos/21065/m.jpg;obrazy_wydarzen_karnet/1072.jpg;Galeria Sztuki Polskiej XIX wieku w Sukiennicach;Rynek Główny 3;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
1073;Śladem europejskiej tożsamości Krakowa;Wystawy stałe;http://media.krakow.travel/photos/2127/m.jpg;obrazy_wydarzen_karnet/1073.jpg;Rynek Podziemny;Rynek Główny 1/3;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;1
1135;Krakowianie wobec terroru 1939-1945-1956;Wystawy stałe;http://media.krakow.travel/photos/20992/m.jpg;obrazy_wydarzen_karnet/1135.jpg;Ulica Pomorska;ul. Pomorska 2;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;1
3115;Wystawa biograficzna Jana Matejki;Wystawy stałe;http://media.krakow.travel/photos/21066/m.jpg;obrazy_wydarzen_karnet/3115.jpg;Dom Jana Matejki;ul. Floriańska 41;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
3116;Wystawa w Domu Józefa Mehoffera;Wystawy stałe;http://media.krakow.travel/photos/21073/m.jpg;obrazy_wydarzen_karnet/3116.jpg;Dom Józefa Mehoffera;ul. Krupnicza 26;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
5042;Europejskie Centrum Numizmatyki Polskiej;Wystawy stałe;http://media.krakow.travel/photos/21501/m.jpg;obrazy_wydarzen_karnet/5042.jpg;Muzeum im. E. Hutten-Czapskiego;ul. Piłsudskiego 12;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
9379;Szkło w Krakowie. Przemysł i sztuka. 1931-1998;Wystawy stałe;http://media.krakow.travel/photos/10431/m.jpg;obrazy_wydarzen_karnet/9379.jpg;Krakowska Huta Szkła;ul. Lipowa 3;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
9409;Pamięć niedokończona;Wystawy stałe;http://media.krakow.travel/photos/10461/m.jpg;obrazy_wydarzen_karnet/9409.jpg;Żydowskie Muzeum Galicja;ul. Dajwór 18;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;1
9834;Szlak żywego Muzeum Witrażu;Wystawy stałe;http://media.krakow.travel/photos/10886/m.jpg;obrazy_wydarzen_karnet/9834.jpg;Muzeum Witrażu;al. Krasińskiego 23;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
13355;Nieobjęta ziemia;Wystawy stałe;http://media.krakow.travel/photos/14407/m.jpg;obrazy_wydarzen_karnet/13355.jpg;Muzeum Etnograficzne;pl. Wolnica 1;ul. Krakowska 46;;;;Wydarzenie stałe;#wystawy #stałe;0
13726;Krakowskie Bractwo Kurkowe i obronność miejska;Wystawy stałe;http://media.krakow.travel/photos/21274/m.jpg;obrazy_wydarzen_karnet/13726.jpg;Celestat;ul. Lubicz 16;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;1
15856;Biblioteka Mieczysława Porębskiego;Wystawy stałe;http://media.krakow.travel/photos/43427/m.jpg;obrazy_wydarzen_karnet/15856.jpg;MOCAK Muzeum Sztuki Współczesnej;ul. Lipowa 4;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
16404;Live Factory 2. Warhol by Lupa (Kolekcja MOCAK-u);Wystawy stałe;http://media.krakow.travel/photos/43434/m.jpg;obrazy_wydarzen_karnet/16404.jpg;MOCAK Muzeum Sztuki Współczesnej;ul. Lipowa 4;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;1
17367;Pawilon Józefa Czapskiego;Wystawy stałe;http://media.krakow.travel/photos/21108/m.jpg;obrazy_wydarzen_karnet/17367.jpg;Muzeum im. E. Hutten-Czapskiego;ul. Piłsudskiego 12;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
17915;Wystawa w Muzeum Katedralnym;Wystawy stałe;http://media.krakow.travel/photos/21479/m.jpg;obrazy_wydarzen_karnet/17915.jpg;Muzeum Katedralne;Wawel 3;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
18037;Kraków na wyciągnięcie ręki;Wystawy stałe;http://media.krakow.travel/photos/44331/m.jpg;obrazy_wydarzen_karnet/18037.jpg;Pałac Biskupa Erazma Ciołka;ul. Kanonicza 17;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;1
18077;Stała wystawa Muzeum Lotnictwa Polskiego;Wystawy stałe;http://media.krakow.travel/photos/19473/m.jpg;obrazy_wydarzen_karnet/18077.jpg;Muzeum Lotnictwa Polskiego;al. Jana Pawła II 39;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;1
18079;Stała wystawa Muzeum Uniwersytetu Jagiellońskiego;Wystawy stałe;http://media.krakow.travel/photos/19446/m.jpg;obrazy_wydarzen_karnet/18079.jpg;Muzeum Uniwersytetu Jagiellońskiego;ul. Jagiellońska 15;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;1
21510;Mięczaki świata;Wystawy stałe;http://media.krakow.travel/photos/26911/m.jpg;obrazy_wydarzen_karnet/21510.jpg;Muzeum Przyrodnicze;ul. św. Sebastiana 9;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
35622;Stanisław Dróżdż. Pojęciokształty (Kolekcja MOCAK-u);Wystawy stałe;http://media.krakow.travel/photos/44817/m.jpg;obrazy_wydarzen_karnet/35622.jpg;MOCAK Muzeum Sztuki Współczesnej;ul. Lipowa 4;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
53663;Pradzieje i średniowiecze Małopolski;Wystawy stałe;http://media.krakow.travel/photos/66595/m.jpg;obrazy_wydarzen_karnet/53663.jpg;Muzeum Archeologiczne;ul. Poselska 3;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
21511;Rozmowa z kamieniem;Wystawy stałe;http://media.krakow.travel/photos/26912/m.jpg;obrazy_wydarzen_karnet/21511.jpg;Muzeum Przyrodnicze;ul. św. Sebastiana 9;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;1
21512;Świat łowców mamutów. Paleolit – przyroda i sztuka;Wystawy stałe;http://media.krakow.travel/photos/27728/m.jpg;obrazy_wydarzen_karnet/21512.jpg;Muzeum Przyrodnicze;ul. św. Sebastiana 9;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;1
18717;Galeria Zdzisława Beksińskiego;Wystawy stałe;http://media.krakow.travel/photos/23366/m.jpg;obrazy_wydarzen_karnet/18717.jpg;Nowohuckie Centrum Kultury;al. Jana Pawła II 232;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
21843;Wystawa interaktywna o Starym Teatrze;Wystawy stałe;http://media.krakow.travel/photos/27350/m.jpg;obrazy_wydarzen_karnet/21843.jpg;MICET Muzeum Interaktywne / Centrum Edukacji Teatralnej;ul. Jagiellońska 1;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
22657;Ogród Nadziei;Wystawy stałe;http://media.krakow.travel/photos/28410/m.jpg;obrazy_wydarzen_karnet/22657.jpg;Bulwary Wiślane;;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;1
24100;KL Plaszow;Wystawy stałe;http://media.krakow.travel/photos/30319/m.jpg;obrazy_wydarzen_karnet/24100.jpg;Muzeum – Miejsce Pamięci KL Plaszow;ul. Jerozolimska 3;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;1
25232;Thesaurus Cracoviensis;Wystawy stałe;http://media.krakow.travel/photos/30835/m.jpg;obrazy_wydarzen_karnet/25232.jpg;Thesaurus Cracoviensis;ul. Księcia Józefa 337;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;1
26748;Miasto pod kopcem Kraka;Wystawy stałe;http://media.krakow.travel/photos/33312/m.jpg;obrazy_wydarzen_karnet/26748.jpg;Muzeum Podgórza;ul. Limanowskiego 51;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;1
35716;Tempus argenti. 25 lat Muzeum Archidiecezjalnego w domu Karola Wojtyły;Wystawy stałe;http://media.krakow.travel/photos/43584/m.jpg;obrazy_wydarzen_karnet/35716.jpg;Muzeum Archidiecezjalne;ul. Kanonicza 19;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;1
35298;Muzeum Książąt Czartoryskich – Pałac;Wystawy stałe;http://media.krakow.travel/photos/42651/m.jpg;obrazy_wydarzen_karnet/35298.jpg;Muzeum Książąt Czartoryskich;ul. Pijarska 15;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
35650;Wawel odzyskany;Wystawy stałe;http://media.krakow.travel/photos/43488/m.jpg;obrazy_wydarzen_karnet/35650.jpg;Zamek Królewski na Wawelu;Wawel 5;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
17913;Smocza Jama;Wystawy stałe;http://media.krakow.travel/photos/21478/m.jpg;obrazy_wydarzen_karnet/17913.jpg;Zamek Królewski na Wawelu;Wawel 5;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
36746;Wystawa poświęcona Młodej Polsce i dramatowi Stanisława Wyspiańskiego Wesele;Wystawy stałe;http://media.krakow.travel/photos/36848/m.jpg;obrazy_wydarzen_karnet/36746.jpg;Rydlówka;ul. Tetmajera 28;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;1
3817;Apteka Tadeusza Pankiewicza w getcie krakowskim;Wystawy stałe;http://media.krakow.travel/photos/21092/m.jpg;obrazy_wydarzen_karnet/3817.jpg;Apteka Pod Orłem;pl. Bohaterów Getta 18;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
37051;Kościuszko - bohater wciąż potrzebny;Wystawy stałe;http://media.krakow.travel/photos/45834/m.jpg;obrazy_wydarzen_karnet/37051.jpg;Muzeum Kościuszkowskie;al. Waszyngtona 1;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
43768;Wystawa Krakowskiego Salonu Ekonomicznego;Wystawy stałe;http://media.krakow.travel/photos/55442/m.jpg;obrazy_wydarzen_karnet/43768.jpg;Krakowski Salon Ekonomiczny;ul. Basztowa 20;30-960 Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
38195;Dziesięć polskich miast – Dziesięć żydowskich historii;Wystawy stałe;http://media.krakow.travel/photos/47810/m.jpg;obrazy_wydarzen_karnet/38195.jpg;Żydowskie Muzeum Galicja;ul. Dajwór 18;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
38686;Polskie Państwo Podziemne i jego siły zbrojne;Wystawy stałe;http://media.krakow.travel/photos/48488/m.jpg;obrazy_wydarzen_karnet/38686.jpg;Muzeum Armii Krajowej;ul. Wita Stwosza 12;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;1
38701;Krakowska Konspiracja;Wystawy stałe;http://media.krakow.travel/photos/48519/m.jpg;obrazy_wydarzen_karnet/38701.jpg;Muzeum Armii Krajowej;ul. Wita Stwosza 12;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
39145;Źródła. Galeria Sztuki Starożytnej;Wystawy stałe;http://media.krakow.travel/photos/49254/m.jpg;obrazy_wydarzen_karnet/39145.jpg;Arsenał Muzeum Książąt Czartoryskich;ul. Pijarska 8;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;1
41059;XX + XXI. Galeria Sztuki Polskiej;Wystawy stałe;http://media.krakow.travel/photos/52107/m.jpg;obrazy_wydarzen_karnet/41059.jpg;Gmach Główny;al. 3 Maja 1;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
41714;Galeria Historycznych Militariów;Wystawy stałe;http://media.krakow.travel/photos/52895/m.jpg;obrazy_wydarzen_karnet/41714.jpg;Galeria Historycznych Militariów;ul. Gołębia 5;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;1
41799;Przedmioty. Galeria designu polskiego XX i XXI wieku;Wystawy stałe;http://media.krakow.travel/photos/53288/m.jpg;obrazy_wydarzen_karnet/41799.jpg;Kamienica Szołayskich im. Feliksa Jasieńskiego;pl. Szczepański 9;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
41800;Przekroje. Galeria architektury polskiej XX i XXI wieku;Wystawy stałe;http://media.krakow.travel/photos/53278/m.jpg;obrazy_wydarzen_karnet/41800.jpg;Kamienica Szołayskich im. Feliksa Jasieńskiego;pl. Szczepański 9;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
41781;Kraków od początku, bez końca;Wystawy stałe;http://media.krakow.travel/photos/53007/m.jpg;obrazy_wydarzen_karnet/41781.jpg;Pałac Krzysztofory;Rynek Główny 35;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;1
42064;Duchowość i kultura Cystersów;Wystawy stałe;http://media.krakow.travel/photos/53400/m.jpg;obrazy_wydarzen_karnet/42064.jpg;Muzeum Cystersów w Mogile;ul. Klasztorna 11;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;1
41681;Co robi zdjęcie?;Wystawy stałe;http://media.krakow.travel/photos/52847/m.jpg;obrazy_wydarzen_karnet/41681.jpg;MuFo Rakowicka;ul. Rakowicka 22a;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;1
46940;Stała wystawa Muzeum Dominikanów;Wystawy stałe;http://media.krakow.travel/photos/59267/m.jpg;obrazy_wydarzen_karnet/46940.jpg;Muzeum Dominikanów;ul. Stolarska 12;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;1
